user_id,num_unique_apps,num_sessions,avg_session_duration,total_usage_minutes,most_frequent_time,morning_ratio,afternoon_ratio,evening_ratio,night_ratio,most_frequent_app_category,browser_search_ratio,social_media_ratio,email_ratio,entertainment_ratio,navigation_transport_ratio,productivity_ratio,other_ratio,total_events,events_per_session,app_diversity,events_per_minute,kmeans_cluster,dbscan_cluster,agg_cluster
63,16,75,2.7472972972972975,203.3,Evening,0.2857142857142857,0.3091060985797828,0.341687552213868,0.06349206349206349,Other,0.2673350041771094,0.08187134502923976,0.050960735171261484,0.0,0.013366750208855471,0.002506265664160401,0.5839598997493735,1197,15.96,2.271567210476647,5.887850467289719,1,-1,0
64,23,511,6.9573602264685075,3276.916666666667,Night,0.07108279545960383,0.21113398620075674,0.3001891831738259,0.4175940351658135,Other,0.09322835521922991,0.08886044958824839,0.029601602492766527,0.0015301580235922547,0.003171600267082128,0.002949031827286891,0.7806588025817939,35944,70.34050880626224,1.7305505702401065,10.968847748137222,0,-1,0
65,2,3,6.675,13.35,Night,0.0,0.0,0.0,1.0,Other,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.989247311827957,186,62.0,0.05943229845313002,13.932584269662922,1,-1,0
66,13,25,4.7620000000000005,119.05000000000001,Evening,0.0,0.1449814126394052,0.5092936802973977,0.34572490706319703,Browser/Search,0.5625774473358116,0.05947955390334572,0.02973977695167286,0.07434944237918216,0.0024783147459727386,0.0,0.27137546468401486,807,32.28,2.1658841475997064,6.778664426711465,1,-1,0
67,26,580,5.280340264650284,2793.3,Night,0.10307697027333804,0.2137620026382796,0.22992913458293707,0.45323189250544527,Social Media,0.14940025155689174,0.5972021965211523,0.04331686965058134,0.03233426388931497,0.003650642697180722,0.002822345614627113,0.17127343007025186,32597,56.20172413793104,2.261080371500424,11.669709662406472,0,-1,0
68,25,361,9.15468895078923,3286.5333333333338,Morning,0.4592793367346939,0.2738201530612245,0.19174904336734694,0.0751514668367347,Other,0.08846460459183673,0.022433035714285714,0.01881377551020408,0.0016262755102040816,0.006640625,0.0006377551020408163,0.8613839285714285,125440,347.4792243767313,1.5568098650776632,38.167876992981455,0,-1,1
69,17,43,4.43953488372093,190.9,Night,0.20206332266097474,0.007114905727499111,0.2586268231945927,0.5321949484169335,Other,0.07541800071149057,0.0,0.015652792600498042,0.05407328352899324,0.06545713269299182,0.0,0.7893987904660263,2811,65.37209302325581,2.045579212686252,14.724986904138293,1,-1,0
70,13,89,3.2224899598393577,267.4666666666667,Evening,0.26031584309730005,0.16097809475292918,0.35914416709118696,0.2195618950585838,Social Media,0.15944982170147734,0.7096281202241467,0.043301069791136015,0.03616912888436067,0.0010188487009679063,0.0,0.05043301069791136,1963,22.0561797752809,1.8553272932986808,7.339232303090727,1,-1,0
71,26,732,9.460196616369455,6896.483333333333,Night,0.06826337380350557,0.24023536236688353,0.3056644428790453,0.3858368209505656,Social Media,0.0708904819127336,0.7097667094849376,0.03730162018812415,0.0070442961919363525,0.0012016740562714955,0.011370322794513736,0.16242489537148302,120665,164.8428961748634,1.5543270503578157,17.496598507935204,0,-1,1
72,16,31,4.753225806451613,147.35,Afternoon,0.11637931034482758,0.4331896551724138,0.07974137931034483,0.3706896551724138,Other,0.1896551724137931,0.35129310344827586,0.028017241379310345,0.0668103448275862,0.0,0.004310344827586207,0.3599137931034483,928,29.93548387096774,2.0819389581369965,6.297930098405158,1,-1,0
73,15,107,6.004166666666666,600.4166666666666,Evening,0.07177304964539007,0.19120567375886524,0.40170212765957447,0.3353191489361702,Browser/Search,0.7231205673758865,0.0022695035460992908,0.022127659574468085,0.062127659574468086,0.0,0.0,0.19035460992907802,3525,32.94392523364486,1.766059434849626,5.8709229701596115,1,-1,0
